test	back	pval	kval
Anolis_carolinensis	`Gekko_japonicus,Sphaerodactylus_townsendi,Node1,Eublepharis_macularius,Hemicordylus_capensis,Pseudonaja_textilis,Notechis_scutatus,Node11,Pantherophis_guttatus,Thamnophis_sirtalis,Node14,Node10,Crotalus_tigris,Protobothrops_mucrosquamatus,Node17,Node9,Varanus_komodoensis,Pogona_vitticeps,Node22,Node20,Node8,Podarcis_raffonei,Podarcis_muralis,Node27,Lacerta_agilis,Node26,Zootoca_vivipara,Node25,Node7,Node5`	0.3201	1.40
Crotalus_tigris	`Gekko_japonicus,Sphaerodactylus_townsendi,Node1,Eublepharis_macularius,Hemicordylus_capensis,Pseudonaja_textilis,Notechis_scutatus,Node11,Pantherophis_guttatus,Thamnophis_sirtalis,Node14,Node10,Protobothrops_mucrosquamatus,Node17,Node9,Varanus_komodoensis,Anolis_carolinensis,Pogona_vitticeps,Node22,Node20,Node8,Podarcis_raffonei,Podarcis_muralis,Node27,Lacerta_agilis,Node26,Zootoca_vivipara,Node25,Node7,Node5`	0.5819	1.12
Eublepharis_macularius	`Gekko_japonicus,Sphaerodactylus_townsendi,Node1,Hemicordylus_capensis,Pseudonaja_textilis,Notechis_scutatus,Node11,Pantherophis_guttatus,Thamnophis_sirtalis,Node14,Node10,Crotalus_tigris,Protobothrops_mucrosquamatus,Node17,Node9,Varanus_komodoensis,Anolis_carolinensis,Pogona_vitticeps,Node22,Node20,Node8,Podarcis_raffonei,Podarcis_muralis,Node27,Lacerta_agilis,Node26,Zootoca_vivipara,Node25,Node7,Node5`	0.1700	0.67
Gekko_japonicus	`Sphaerodactylus_townsendi,Node1,Eublepharis_macularius,Hemicordylus_capensis,Pseudonaja_textilis,Notechis_scutatus,Node11,Pantherophis_guttatus,Thamnophis_sirtalis,Node14,Node10,Crotalus_tigris,Protobothrops_mucrosquamatus,Node17,Node9,Varanus_komodoensis,Anolis_carolinensis,Pogona_vitticeps,Node22,Node20,Node8,Podarcis_raffonei,Podarcis_muralis,Node27,Lacerta_agilis,Node26,Zootoca_vivipara,Node25,Node7,Node5`	1.0000	0.99
Hemicordylus_capensis	`Gekko_japonicus,Sphaerodactylus_townsendi,Node1,Eublepharis_macularius,Pseudonaja_textilis,Notechis_scutatus,Node11,Pantherophis_guttatus,Thamnophis_sirtalis,Node14,Node10,Crotalus_tigris,Protobothrops_mucrosquamatus,Node17,Node9,Varanus_komodoensis,Anolis_carolinensis,Pogona_vitticeps,Node22,Node20,Node8,Podarcis_raffonei,Podarcis_muralis,Node27,Lacerta_agilis,Node26,Zootoca_vivipara,Node25,Node7,Node5`	0.5156	1.05
Lacerta_agilis	`Gekko_japonicus,Sphaerodactylus_townsendi,Node1,Eublepharis_macularius,Hemicordylus_capensis,Pseudonaja_textilis,Notechis_scutatus,Node11,Pantherophis_guttatus,Thamnophis_sirtalis,Node14,Node10,Crotalus_tigris,Protobothrops_mucrosquamatus,Node17,Node9,Varanus_komodoensis,Anolis_carolinensis,Pogona_vitticeps,Node22,Node20,Node8,Podarcis_raffonei,Podarcis_muralis,Node27,Node26,Zootoca_vivipara,Node25,Node7,Node5`	0.1628	1.47
Notechis_scutatus	`Gekko_japonicus,Sphaerodactylus_townsendi,Node1,Eublepharis_macularius,Hemicordylus_capensis,Pseudonaja_textilis,Node11,Pantherophis_guttatus,Thamnophis_sirtalis,Node14,Node10,Crotalus_tigris,Protobothrops_mucrosquamatus,Node17,Node9,Varanus_komodoensis,Anolis_carolinensis,Pogona_vitticeps,Node22,Node20,Node8,Podarcis_raffonei,Podarcis_muralis,Node27,Lacerta_agilis,Node26,Zootoca_vivipara,Node25,Node7,Node5`	0.1403	1.95
Pantherophis_guttatus	`Gekko_japonicus,Sphaerodactylus_townsendi,Node1,Eublepharis_macularius,Hemicordylus_capensis,Pseudonaja_textilis,Notechis_scutatus,Node11,Thamnophis_sirtalis,Node14,Node10,Crotalus_tigris,Protobothrops_mucrosquamatus,Node17,Node9,Varanus_komodoensis,Anolis_carolinensis,Pogona_vitticeps,Node22,Node20,Node8,Podarcis_raffonei,Podarcis_muralis,Node27,Lacerta_agilis,Node26,Zootoca_vivipara,Node25,Node7,Node5`	0.0775	1.41
Podarcis_muralis	`Gekko_japonicus,Sphaerodactylus_townsendi,Node1,Eublepharis_macularius,Hemicordylus_capensis,Pseudonaja_textilis,Notechis_scutatus,Node11,Pantherophis_guttatus,Thamnophis_sirtalis,Node14,Node10,Crotalus_tigris,Protobothrops_mucrosquamatus,Node17,Node9,Varanus_komodoensis,Anolis_carolinensis,Pogona_vitticeps,Node22,Node20,Node8,Podarcis_raffonei,Node27,Lacerta_agilis,Node26,Zootoca_vivipara,Node25,Node7,Node5`	1.0000	1.04
Podarcis_raffonei	`Gekko_japonicus,Sphaerodactylus_townsendi,Node1,Eublepharis_macularius,Hemicordylus_capensis,Pseudonaja_textilis,Notechis_scutatus,Node11,Pantherophis_guttatus,Thamnophis_sirtalis,Node14,Node10,Crotalus_tigris,Protobothrops_mucrosquamatus,Node17,Node9,Varanus_komodoensis,Anolis_carolinensis,Pogona_vitticeps,Node22,Node20,Node8,Podarcis_muralis,Node27,Lacerta_agilis,Node26,Zootoca_vivipara,Node25,Node7,Node5`	0.5129	1.13
Pogona_vitticeps	`Gekko_japonicus,Sphaerodactylus_townsendi,Node1,Eublepharis_macularius,Hemicordylus_capensis,Pseudonaja_textilis,Notechis_scutatus,Node11,Pantherophis_guttatus,Thamnophis_sirtalis,Node14,Node10,Crotalus_tigris,Protobothrops_mucrosquamatus,Node17,Node9,Varanus_komodoensis,Anolis_carolinensis,Node22,Node20,Node8,Podarcis_raffonei,Podarcis_muralis,Node27,Lacerta_agilis,Node26,Zootoca_vivipara,Node25,Node7,Node5`	0.0112	1.18
Protobothrops_mucrosquamatus	`Gekko_japonicus,Sphaerodactylus_townsendi,Node1,Eublepharis_macularius,Hemicordylus_capensis,Pseudonaja_textilis,Notechis_scutatus,Node11,Pantherophis_guttatus,Thamnophis_sirtalis,Node14,Node10,Crotalus_tigris,Node17,Node9,Varanus_komodoensis,Anolis_carolinensis,Pogona_vitticeps,Node22,Node20,Node8,Podarcis_raffonei,Podarcis_muralis,Node27,Lacerta_agilis,Node26,Zootoca_vivipara,Node25,Node7,Node5`	1.0000	0.93
Pseudonaja_textilis	`Gekko_japonicus,Sphaerodactylus_townsendi,Node1,Eublepharis_macularius,Hemicordylus_capensis,Notechis_scutatus,Node11,Pantherophis_guttatus,Thamnophis_sirtalis,Node14,Node10,Crotalus_tigris,Protobothrops_mucrosquamatus,Node17,Node9,Varanus_komodoensis,Anolis_carolinensis,Pogona_vitticeps,Node22,Node20,Node8,Podarcis_raffonei,Podarcis_muralis,Node27,Lacerta_agilis,Node26,Zootoca_vivipara,Node25,Node7,Node5`	1.0000	0.80
Sphaerodactylus_townsendi	`Gekko_japonicus,Node1,Eublepharis_macularius,Hemicordylus_capensis,Pseudonaja_textilis,Notechis_scutatus,Node11,Pantherophis_guttatus,Thamnophis_sirtalis,Node14,Node10,Crotalus_tigris,Protobothrops_mucrosquamatus,Node17,Node9,Varanus_komodoensis,Anolis_carolinensis,Pogona_vitticeps,Node22,Node20,Node8,Podarcis_raffonei,Podarcis_muralis,Node27,Lacerta_agilis,Node26,Zootoca_vivipara,Node25,Node7,Node5`	0.0000	0.56
Thamnophis_sirtalis	`Gekko_japonicus,Sphaerodactylus_townsendi,Node1,Eublepharis_macularius,Hemicordylus_capensis,Pseudonaja_textilis,Notechis_scutatus,Node11,Pantherophis_guttatus,Node14,Node10,Crotalus_tigris,Protobothrops_mucrosquamatus,Node17,Node9,Varanus_komodoensis,Anolis_carolinensis,Pogona_vitticeps,Node22,Node20,Node8,Podarcis_raffonei,Podarcis_muralis,Node27,Lacerta_agilis,Node26,Zootoca_vivipara,Node25,Node7,Node5`	0.0000	50.00
Varanus_komodoensis	`Gekko_japonicus,Sphaerodactylus_townsendi,Node1,Eublepharis_macularius,Hemicordylus_capensis,Pseudonaja_textilis,Notechis_scutatus,Node11,Pantherophis_guttatus,Thamnophis_sirtalis,Node14,Node10,Crotalus_tigris,Protobothrops_mucrosquamatus,Node17,Node9,Anolis_carolinensis,Pogona_vitticeps,Node22,Node20,Node8,Podarcis_raffonei,Podarcis_muralis,Node27,Lacerta_agilis,Node26,Zootoca_vivipara,Node25,Node7,Node5`	0.7000	1.19
Zootoca_vivipara	`Gekko_japonicus,Sphaerodactylus_townsendi,Node1,Eublepharis_macularius,Hemicordylus_capensis,Pseudonaja_textilis,Notechis_scutatus,Node11,Pantherophis_guttatus,Thamnophis_sirtalis,Node14,Node10,Crotalus_tigris,Protobothrops_mucrosquamatus,Node17,Node9,Varanus_komodoensis,Anolis_carolinensis,Pogona_vitticeps,Node22,Node20,Node8,Podarcis_raffonei,Podarcis_muralis,Node27,Lacerta_agilis,Node26,Node25,Node7,Node5`	0.0014	0.34
