""	"clade"	"test"	"back"	"pval"	"kval"	"adjusted_p_value"
"1"	"Actinopterygii_group1"	"Coregonus_clupeaformis"	"`Esox_lucius,Oncorhynchus_mykiss,Oncorhynchus_tshawytscha,Oncorhynchus_kisutch,Node7,Oncorhynchus_keta,Oncorhynchus_gorbuscha,Node11,Oncorhynchus_nerka,Node10,Node6,Node4,Salvelinus_alpinus,Node3,Salmo_salar,Node2`"	0.7585	1.09	1
"2"	"Actinopterygii_group1"	"Esox_lucius"	"`Oncorhynchus_mykiss,Oncorhynchus_tshawytscha,Oncorhynchus_kisutch,Node7,Oncorhynchus_keta,Oncorhynchus_gorbuscha,Node11,Oncorhynchus_nerka,Node10,Node6,Node4,Salvelinus_alpinus,Node3,Salmo_salar,Node2,Coregonus_clupeaformis`"	0.5745	0.92	1
"3"	"Actinopterygii_group1"	"Oncorhynchus_gorbuscha"	"`Esox_lucius,Oncorhynchus_mykiss,Oncorhynchus_tshawytscha,Oncorhynchus_kisutch,Node7,Oncorhynchus_keta,Node11,Oncorhynchus_nerka,Node10,Node6,Node4,Salvelinus_alpinus,Node3,Salmo_salar,Node2,Coregonus_clupeaformis`"	0.1233	1.7	0.967
"4"	"Actinopterygii_group1"	"Oncorhynchus_keta"	"`Esox_lucius,Oncorhynchus_mykiss,Oncorhynchus_tshawytscha,Oncorhynchus_kisutch,Node7,Oncorhynchus_gorbuscha,Node11,Oncorhynchus_nerka,Node10,Node6,Node4,Salvelinus_alpinus,Node3,Salmo_salar,Node2,Coregonus_clupeaformis`"	0.8819	0.87	1
"5"	"Actinopterygii_group1"	"Oncorhynchus_kisutch"	"`Esox_lucius,Oncorhynchus_mykiss,Oncorhynchus_tshawytscha,Node7,Oncorhynchus_keta,Oncorhynchus_gorbuscha,Node11,Oncorhynchus_nerka,Node10,Node6,Node4,Salvelinus_alpinus,Node3,Salmo_salar,Node2,Coregonus_clupeaformis`"	1	0.89	1
"6"	"Actinopterygii_group1"	"Oncorhynchus_mykiss"	"`Esox_lucius,Oncorhynchus_tshawytscha,Oncorhynchus_kisutch,Node7,Oncorhynchus_keta,Oncorhynchus_gorbuscha,Node11,Oncorhynchus_nerka,Node10,Node6,Node4,Salvelinus_alpinus,Node3,Salmo_salar,Node2,Coregonus_clupeaformis`"	0.5833	0.75	1
"7"	"Actinopterygii_group1"	"Oncorhynchus_nerka"	"`Esox_lucius,Oncorhynchus_mykiss,Oncorhynchus_tshawytscha,Oncorhynchus_kisutch,Node7,Oncorhynchus_keta,Oncorhynchus_gorbuscha,Node11,Node10,Node6,Node4,Salvelinus_alpinus,Node3,Salmo_salar,Node2,Coregonus_clupeaformis`"	1	1.09	1
"8"	"Actinopterygii_group1"	"Oncorhynchus_tshawytscha"	"`Esox_lucius,Oncorhynchus_mykiss,Oncorhynchus_kisutch,Node7,Oncorhynchus_keta,Oncorhynchus_gorbuscha,Node11,Oncorhynchus_nerka,Node10,Node6,Node4,Salvelinus_alpinus,Node3,Salmo_salar,Node2,Coregonus_clupeaformis`"	0.1934	1.79	0.967
"9"	"Actinopterygii_group1"	"Salmo_salar"	"`Esox_lucius,Oncorhynchus_mykiss,Oncorhynchus_tshawytscha,Oncorhynchus_kisutch,Node7,Oncorhynchus_keta,Oncorhynchus_gorbuscha,Node11,Oncorhynchus_nerka,Node10,Node6,Node4,Salvelinus_alpinus,Node3,Node2,Coregonus_clupeaformis`"	0.7372	0.91	1
"10"	"Actinopterygii_group1"	"Salvelinus_alpinus"	"`Esox_lucius,Oncorhynchus_mykiss,Oncorhynchus_tshawytscha,Oncorhynchus_kisutch,Node7,Oncorhynchus_keta,Oncorhynchus_gorbuscha,Node11,Oncorhynchus_nerka,Node10,Node6,Node4,Node3,Salmo_salar,Node2,Coregonus_clupeaformis`"	0.9789	1.02	1
"11"	"Actinopterygii_group2"	"Acanthopagrus_latus"	"`Chelmon_rostratus,Sparus_aurata,Node6,Scatophagus_argus,Takifugu_rubripes,Node9,Node5,Node3,Larimichthys_crocea,Node2,Dicentrarchus_labrax,Node1,Labrus_bergylta,Micropterus_dolomieu,Micropterus_salmoides,Node17,Siniperca_chuatsi,Node16,Node14,Etheostoma_cragini,Sander_lucioperca,Perca_fluviatilis,Perca_flavescens,Node26,Node24,Node22,Sebastes_umbrosus,Anoplopoma_fimbria,Cyclopterus_lumpus,Gasterosteus_aculeatus_aculeatus,Pungitius_pungitius,Node38,Node36,Anarrhichthys_ocellatus,Node35,Node33,Node31,Trematomus_bernacchii,Pseudochaenichthys_georgianus,Gymnodraco_acuticeps,Node45,Node43,Cottoperca_gobio,Node42,Node30,Epinephelus_fuscoguttatus,Epinephelus_lanceolatus,Node50,Plectropomus_leopardus,Node49,Node29,Node21`"	0.6625	0.85	1
"12"	"Actinopterygii_group2"	"Anarrhichthys_ocellatus"	"`Chelmon_rostratus,Sparus_aurata,Acanthopagrus_latus,Node6,Scatophagus_argus,Takifugu_rubripes,Node9,Node5,Node3,Larimichthys_crocea,Node2,Dicentrarchus_labrax,Node1,Labrus_bergylta,Micropterus_dolomieu,Micropterus_salmoides,Node17,Siniperca_chuatsi,Node16,Node14,Etheostoma_cragini,Sander_lucioperca,Perca_fluviatilis,Perca_flavescens,Node26,Node24,Node22,Sebastes_umbrosus,Anoplopoma_fimbria,Cyclopterus_lumpus,Gasterosteus_aculeatus_aculeatus,Pungitius_pungitius,Node38,Node36,Node35,Node33,Node31,Trematomus_bernacchii,Pseudochaenichthys_georgianus,Gymnodraco_acuticeps,Node45,Node43,Cottoperca_gobio,Node42,Node30,Epinephelus_fuscoguttatus,Epinephelus_lanceolatus,Node50,Plectropomus_leopardus,Node49,Node29,Node21`"	0.5659	0.87	0.990325
