test	back	pval	kval
Anabas_testudineus	`Betta_splendens,Node1,Mastacembelus_armatus,Lates_calcarifer,Paralichthys_olivaceus,Pleuronectes_platessa,Hippoglossus_hippoglossus,Hippoglossus_stenolepis,Node14,Node12,Node10,Scophthalmus_maximus,Node9,Solea_senegalensis,Node8,Node6,Toxotes_jaculatrix,Xiphias_gladius,Node20,Seriola_dumerili,Seriola_lalandi_dorsalis,Node24,Echeneis_naucrates,Node23,Node19,Node5`	0.5754	50.00
Betta_splendens	`Anabas_testudineus,Node1,Mastacembelus_armatus,Lates_calcarifer,Paralichthys_olivaceus,Pleuronectes_platessa,Hippoglossus_hippoglossus,Hippoglossus_stenolepis,Node14,Node12,Node10,Scophthalmus_maximus,Node9,Solea_senegalensis,Node8,Node6,Toxotes_jaculatrix,Xiphias_gladius,Node20,Seriola_dumerili,Seriola_lalandi_dorsalis,Node24,Echeneis_naucrates,Node23,Node19,Node5`	0.9673	0.97
Echeneis_naucrates	`Betta_splendens,Anabas_testudineus,Node1,Mastacembelus_armatus,Lates_calcarifer,Paralichthys_olivaceus,Pleuronectes_platessa,Hippoglossus_hippoglossus,Hippoglossus_stenolepis,Node14,Node12,Node10,Scophthalmus_maximus,Node9,Solea_senegalensis,Node8,Node6,Toxotes_jaculatrix,Xiphias_gladius,Node20,Seriola_dumerili,Seriola_lalandi_dorsalis,Node24,Node23,Node19,Node5`	1.0000	1.22
Hippoglossus_hippoglossus	`Betta_splendens,Anabas_testudineus,Node1,Mastacembelus_armatus,Lates_calcarifer,Paralichthys_olivaceus,Pleuronectes_platessa,Hippoglossus_stenolepis,Node14,Node12,Node10,Scophthalmus_maximus,Node9,Solea_senegalensis,Node8,Node6,Toxotes_jaculatrix,Xiphias_gladius,Node20,Seriola_dumerili,Seriola_lalandi_dorsalis,Node24,Echeneis_naucrates,Node23,Node19,Node5`	1.0000	0.82
Hippoglossus_stenolepis	`Betta_splendens,Anabas_testudineus,Node1,Mastacembelus_armatus,Lates_calcarifer,Paralichthys_olivaceus,Pleuronectes_platessa,Hippoglossus_hippoglossus,Node14,Node12,Node10,Scophthalmus_maximus,Node9,Solea_senegalensis,Node8,Node6,Toxotes_jaculatrix,Xiphias_gladius,Node20,Seriola_dumerili,Seriola_lalandi_dorsalis,Node24,Echeneis_naucrates,Node23,Node19,Node5`	0.0402	0.00
Lates_calcarifer	`Betta_splendens,Anabas_testudineus,Node1,Mastacembelus_armatus,Paralichthys_olivaceus,Pleuronectes_platessa,Hippoglossus_hippoglossus,Hippoglossus_stenolepis,Node14,Node12,Node10,Scophthalmus_maximus,Node9,Solea_senegalensis,Node8,Node6,Toxotes_jaculatrix,Xiphias_gladius,Node20,Seriola_dumerili,Seriola_lalandi_dorsalis,Node24,Echeneis_naucrates,Node23,Node19,Node5`	0.3477	1.08
Mastacembelus_armatus	`Betta_splendens,Anabas_testudineus,Node1,Lates_calcarifer,Paralichthys_olivaceus,Pleuronectes_platessa,Hippoglossus_hippoglossus,Hippoglossus_stenolepis,Node14,Node12,Node10,Scophthalmus_maximus,Node9,Solea_senegalensis,Node8,Node6,Toxotes_jaculatrix,Xiphias_gladius,Node20,Seriola_dumerili,Seriola_lalandi_dorsalis,Node24,Echeneis_naucrates,Node23,Node19,Node5`	0.1871	0.34
Paralichthys_olivaceus	`Betta_splendens,Anabas_testudineus,Node1,Mastacembelus_armatus,Lates_calcarifer,Pleuronectes_platessa,Hippoglossus_hippoglossus,Hippoglossus_stenolepis,Node14,Node12,Node10,Scophthalmus_maximus,Node9,Solea_senegalensis,Node8,Node6,Toxotes_jaculatrix,Xiphias_gladius,Node20,Seriola_dumerili,Seriola_lalandi_dorsalis,Node24,Echeneis_naucrates,Node23,Node19,Node5`	0.1797	0.71
Pleuronectes_platessa	`Betta_splendens,Anabas_testudineus,Node1,Mastacembelus_armatus,Lates_calcarifer,Paralichthys_olivaceus,Hippoglossus_hippoglossus,Hippoglossus_stenolepis,Node14,Node12,Node10,Scophthalmus_maximus,Node9,Solea_senegalensis,Node8,Node6,Toxotes_jaculatrix,Xiphias_gladius,Node20,Seriola_dumerili,Seriola_lalandi_dorsalis,Node24,Echeneis_naucrates,Node23,Node19,Node5`	0.4523	0.88
Scophthalmus_maximus	`Betta_splendens,Anabas_testudineus,Node1,Mastacembelus_armatus,Lates_calcarifer,Paralichthys_olivaceus,Pleuronectes_platessa,Hippoglossus_hippoglossus,Hippoglossus_stenolepis,Node14,Node12,Node10,Node9,Solea_senegalensis,Node8,Node6,Toxotes_jaculatrix,Xiphias_gladius,Node20,Seriola_dumerili,Seriola_lalandi_dorsalis,Node24,Echeneis_naucrates,Node23,Node19,Node5`	0.5429	0.50
Seriola_dumerili	`Betta_splendens,Anabas_testudineus,Node1,Mastacembelus_armatus,Lates_calcarifer,Paralichthys_olivaceus,Pleuronectes_platessa,Hippoglossus_hippoglossus,Hippoglossus_stenolepis,Node14,Node12,Node10,Scophthalmus_maximus,Node9,Solea_senegalensis,Node8,Node6,Toxotes_jaculatrix,Xiphias_gladius,Node20,Seriola_lalandi_dorsalis,Node24,Echeneis_naucrates,Node23,Node19,Node5`	0.0304	50.00
Seriola_lalandi_dorsalis	`Betta_splendens,Anabas_testudineus,Node1,Mastacembelus_armatus,Lates_calcarifer,Paralichthys_olivaceus,Pleuronectes_platessa,Hippoglossus_hippoglossus,Hippoglossus_stenolepis,Node14,Node12,Node10,Scophthalmus_maximus,Node9,Solea_senegalensis,Node8,Node6,Toxotes_jaculatrix,Xiphias_gladius,Node20,Seriola_dumerili,Node24,Echeneis_naucrates,Node23,Node19,Node5`	0.9463	0.97
