clade	mdl	fgspecies	bgspecies	om0	lnlm0	npm0	ombnfg	ombnbg	lnlbn	npbn	ombffg	ombfbg	lnlbf	npbf
Rodentia	F1x4	Acomys_russatus	Marmota_flaviventris,Marmota_marmota_marmota,Marmota_monax,Ictidomys_tridecemlineatus,Urocitellus_parryii,Peromyscus_leucopus,Peromyscus_maniculatus_bairdii,Onychomys_torridus,Microtus_oregoni,Microtus_ochrogaster,Microtus_fortis,Arvicola_amphibius,Myodes_glareolus,Mesocricetus_auratus,Cricetulus_griseus,Phodopus_roborovskii,Rattus_norvegicus,Mus_musculus_musculus,Mus_caroli,Mus_pahari,Mastomys_coucha,Apodemus_sylvaticus,Grammomys_surdaster,Arvicanthis_niloticus,Meriones_unguiculatus,Nannospalax_galili,Jaculus_jaculus,Castor_canadensis,Perognathus_longimembris_pacificus,Dipodomys_spectabilis,Dipodomys_ordii,Heterocephalus_glaber,Fukomys_damarensis,Octodon_degus,Chinchilla_lanigera,Cavia_porcellus	0.42182	-16588.370182	73	1.00000	0.42569	-16600.944712	73	0.28467	0.42668	-16586.911152	74
Rodentia	F3x4	Acomys_russatus	Marmota_flaviventris,Marmota_marmota_marmota,Marmota_monax,Ictidomys_tridecemlineatus,Urocitellus_parryii,Peromyscus_leucopus,Peromyscus_maniculatus_bairdii,Onychomys_torridus,Microtus_oregoni,Microtus_ochrogaster,Microtus_fortis,Arvicola_amphibius,Myodes_glareolus,Mesocricetus_auratus,Cricetulus_griseus,Phodopus_roborovskii,Rattus_norvegicus,Mus_musculus_musculus,Mus_caroli,Mus_pahari,Mastomys_coucha,Apodemus_sylvaticus,Grammomys_surdaster,Arvicanthis_niloticus,Meriones_unguiculatus,Nannospalax_galili,Jaculus_jaculus,Castor_canadensis,Perognathus_longimembris_pacificus,Dipodomys_spectabilis,Dipodomys_ordii,Heterocephalus_glaber,Fukomys_damarensis,Octodon_degus,Chinchilla_lanigera,Cavia_porcellus	0.41761	-16642.625001	73	1.00000	0.42095	-16654.624026	73	0.29943	0.42175	-16641.570856	74
Rodentia	F1x4	Apodemus_sylvaticus	Marmota_flaviventris,Marmota_marmota_marmota,Marmota_monax,Ictidomys_tridecemlineatus,Urocitellus_parryii,Peromyscus_leucopus,Peromyscus_maniculatus_bairdii,Onychomys_torridus,Microtus_oregoni,Microtus_ochrogaster,Microtus_fortis,Arvicola_amphibius,Myodes_glareolus,Mesocricetus_auratus,Cricetulus_griseus,Phodopus_roborovskii,Rattus_norvegicus,Mus_musculus_musculus,Mus_caroli,Mus_pahari,Mastomys_coucha,Grammomys_surdaster,Arvicanthis_niloticus,Acomys_russatus,Meriones_unguiculatus,Nannospalax_galili,Jaculus_jaculus,Castor_canadensis,Perognathus_longimembris_pacificus,Dipodomys_spectabilis,Dipodomys_ordii,Heterocephalus_glaber,Fukomys_damarensis,Octodon_degus,Chinchilla_lanigera,Cavia_porcellus	0.42182	-16588.370182	73	1.00000	0.42541	-16599.186065	73	0.30209	0.42539	-16587.412520	74
Rodentia	F3x4	Apodemus_sylvaticus	Marmota_flaviventris,Marmota_marmota_marmota,Marmota_monax,Ictidomys_tridecemlineatus,Urocitellus_parryii,Peromyscus_leucopus,Peromyscus_maniculatus_bairdii,Onychomys_torridus,Microtus_oregoni,Microtus_ochrogaster,Microtus_fortis,Arvicola_amphibius,Myodes_glareolus,Mesocricetus_auratus,Cricetulus_griseus,Phodopus_roborovskii,Rattus_norvegicus,Mus_musculus_musculus,Mus_caroli,Mus_pahari,Mastomys_coucha,Grammomys_surdaster,Arvicanthis_niloticus,Acomys_russatus,Meriones_unguiculatus,Nannospalax_galili,Jaculus_jaculus,Castor_canadensis,Perognathus_longimembris_pacificus,Dipodomys_spectabilis,Dipodomys_ordii,Heterocephalus_glaber,Fukomys_damarensis,Octodon_degus,Chinchilla_lanigera,Cavia_porcellus	0.41761	-16642.625001	73	1.00000	0.42135	-16653.616508	73	0.29319	0.42130	-16641.585851	74
Rodentia	F1x4	Arvicanthis_niloticus	Marmota_flaviventris,Marmota_marmota_marmota,Marmota_monax,Ictidomys_tridecemlineatus,Urocitellus_parryii,Peromyscus_leucopus,Peromyscus_maniculatus_bairdii,Onychomys_torridus,Microtus_oregoni,Microtus_ochrogaster,Microtus_fortis,Arvicola_amphibius,Myodes_glareolus,Mesocricetus_auratus,Cricetulus_griseus,Phodopus_roborovskii,Rattus_norvegicus,Mus_musculus_musculus,Mus_caroli,Mus_pahari,Mastomys_coucha,Apodemus_sylvaticus,Grammomys_surdaster,Acomys_russatus,Meriones_unguiculatus,Nannospalax_galili,Jaculus_jaculus,Castor_canadensis,Perognathus_longimembris_pacificus,Dipodomys_spectabilis,Dipodomys_ordii,Heterocephalus_glaber,Fukomys_damarensis,Octodon_degus,Chinchilla_lanigera,Cavia_porcellus	0.42182	-16588.370182	73	1.00000	0.42212	-16591.382041	73	0.38661	0.42220	-16588.343514	74
Rodentia	F3x4	Arvicanthis_niloticus	Marmota_flaviventris,Marmota_marmota_marmota,Marmota_monax,Ictidomys_tridecemlineatus,Urocitellus_parryii,Peromyscus_leucopus,Peromyscus_maniculatus_bairdii,Onychomys_torridus,Microtus_oregoni,Microtus_ochrogaster,Microtus_fortis,Arvicola_amphibius,Myodes_glareolus,Mesocricetus_auratus,Cricetulus_griseus,Phodopus_roborovskii,Rattus_norvegicus,Mus_musculus_musculus,Mus_caroli,Mus_pahari,Mastomys_coucha,Apodemus_sylvaticus,Grammomys_surdaster,Acomys_russatus,Meriones_unguiculatus,Nannospalax_galili,Jaculus_jaculus,Castor_canadensis,Perognathus_longimembris_pacificus,Dipodomys_spectabilis,Dipodomys_ordii,Heterocephalus_glaber,Fukomys_damarensis,Octodon_degus,Chinchilla_lanigera,Cavia_porcellus	0.41761	-16642.625001	73	1.00000	0.41795	-16645.665060	73	0.38024	0.41801	-16642.595118	74
Rodentia	F1x4	Arvicola_amphibius	Marmota_flaviventris,Marmota_marmota_marmota,Marmota_monax,Ictidomys_tridecemlineatus,Urocitellus_parryii,Peromyscus_leucopus,Peromyscus_maniculatus_bairdii,Onychomys_torridus,Microtus_oregoni,Microtus_ochrogaster,Microtus_fortis,Myodes_glareolus,Mesocricetus_auratus,Cricetulus_griseus,Phodopus_roborovskii,Rattus_norvegicus,Mus_musculus_musculus,Mus_caroli,Mus_pahari,Mastomys_coucha,Apodemus_sylvaticus,Grammomys_surdaster,Arvicanthis_niloticus,Acomys_russatus,Meriones_unguiculatus,Nannospalax_galili,Jaculus_jaculus,Castor_canadensis,Perognathus_longimembris_pacificus,Dipodomys_spectabilis,Dipodomys_ordii,Heterocephalus_glaber,Fukomys_damarensis,Octodon_degus,Chinchilla_lanigera,Cavia_porcellus	0.42182	-16588.370182	73	1.00000	0.42213	-16590.340808	73	0.34377	0.42233	-16588.290601	74
Rodentia	F3x4	Arvicola_amphibius	Marmota_flaviventris,Marmota_marmota_marmota,Marmota_monax,Ictidomys_tridecemlineatus,Urocitellus_parryii,Peromyscus_leucopus,Peromyscus_maniculatus_bairdii,Onychomys_torridus,Microtus_oregoni,Microtus_ochrogaster,Microtus_fortis,Myodes_glareolus,Mesocricetus_auratus,Cricetulus_griseus,Phodopus_roborovskii,Rattus_norvegicus,Mus_musculus_musculus,Mus_caroli,Mus_pahari,Mastomys_coucha,Apodemus_sylvaticus,Grammomys_surdaster,Arvicanthis_niloticus,Acomys_russatus,Meriones_unguiculatus,Nannospalax_galili,Jaculus_jaculus,Castor_canadensis,Perognathus_longimembris_pacificus,Dipodomys_spectabilis,Dipodomys_ordii,Heterocephalus_glaber,Fukomys_damarensis,Octodon_degus,Chinchilla_lanigera,Cavia_porcellus	0.41761	-16642.625001	73	1.00000	0.41787	-16644.535338	73	0.35067	0.41804	-16642.567032	74
Rodentia	F1x4	Castor_canadensis	Marmota_flaviventris,Marmota_marmota_marmota,Marmota_monax,Ictidomys_tridecemlineatus,Urocitellus_parryii,Peromyscus_leucopus,Peromyscus_maniculatus_bairdii,Onychomys_torridus,Microtus_oregoni,Microtus_ochrogaster,Microtus_fortis,Arvicola_amphibius,Myodes_glareolus,Mesocricetus_auratus,Cricetulus_griseus,Phodopus_roborovskii,Rattus_norvegicus,Mus_musculus_musculus,Mus_caroli,Mus_pahari,Mastomys_coucha,Apodemus_sylvaticus,Grammomys_surdaster,Arvicanthis_niloticus,Acomys_russatus,Meriones_unguiculatus,Nannospalax_galili,Jaculus_jaculus,Perognathus_longimembris_pacificus,Dipodomys_spectabilis,Dipodomys_ordii,Heterocephalus_glaber,Fukomys_damarensis,Octodon_degus,Chinchilla_lanigera,Cavia_porcellus	0.42182	-16588.370182	73	1.00000	0.41777	-16594.078785	73	0.47000	0.41994	-16588.228190	74
Rodentia	F3x4	Castor_canadensis	Marmota_flaviventris,Marmota_marmota_marmota,Marmota_monax,Ictidomys_tridecemlineatus,Urocitellus_parryii,Peromyscus_leucopus,Peromyscus_maniculatus_bairdii,Onychomys_torridus,Microtus_oregoni,Microtus_ochrogaster,Microtus_fortis,Arvicola_amphibius,Myodes_glareolus,Mesocricetus_auratus,Cricetulus_griseus,Phodopus_roborovskii,Rattus_norvegicus,Mus_musculus_musculus,Mus_caroli,Mus_pahari,Mastomys_coucha,Apodemus_sylvaticus,Grammomys_surdaster,Arvicanthis_niloticus,Acomys_russatus,Meriones_unguiculatus,Nannospalax_galili,Jaculus_jaculus,Perognathus_longimembris_pacificus,Dipodomys_spectabilis,Dipodomys_ordii,Heterocephalus_glaber,Fukomys_damarensis,Octodon_degus,Chinchilla_lanigera,Cavia_porcellus	0.41761	-16642.625001	73	1.00000	0.41367	-16648.677174	73	0.45869	0.41598	-16642.519074	74
