test	back	pval	kval
Balaenoptera_acutorostrata_scammoni	`Vicugna_pacos,Camelus_dromedarius,Camelus_ferus,Camelus_bactrianus,Node4,Node2,Physeter_catodon,Lipotes_vexillifer,Delphinapterus_leucas,Monodon_monoceros,Node15,Orcinus_orca,Lagenorhynchus_obliquidens,Globicephala_melas,Tursiops_truncatus,Node22,Node20,Node18,Node14,Node12,Node10,Balaenoptera_musculus,Node25,Node9,Moschus_berezovskii,Bos_mutus,Bison_bison_bison,Node34,Bos_taurus,Node33,Bubalus_bubalis,Bubalus_carabanensis,Node38,Node32,Oryx_dammah,Capra_hircus,Ovis_aries,Node44,Budorcas_taxicolor,Node43,Node41,Node31,Node29,Cervus_canadensis,Cervus_elaphus,Node49,Odocoileus_virginianus_texanus,Node48,Node28,Node8,Phacochoerus_africanus,Sus_scrofa,Node53,Node7`	1.0000	2.49
Balaenoptera_musculus	`Vicugna_pacos,Camelus_dromedarius,Camelus_ferus,Camelus_bactrianus,Node4,Node2,Physeter_catodon,Lipotes_vexillifer,Delphinapterus_leucas,Monodon_monoceros,Node15,Orcinus_orca,Lagenorhynchus_obliquidens,Globicephala_melas,Tursiops_truncatus,Node22,Node20,Node18,Node14,Node12,Node10,Balaenoptera_acutorostrata_scammoni,Node25,Node9,Moschus_berezovskii,Bos_mutus,Bison_bison_bison,Node34,Bos_taurus,Node33,Bubalus_bubalis,Bubalus_carabanensis,Node38,Node32,Oryx_dammah,Capra_hircus,Ovis_aries,Node44,Budorcas_taxicolor,Node43,Node41,Node31,Node29,Cervus_canadensis,Cervus_elaphus,Node49,Odocoileus_virginianus_texanus,Node48,Node28,Node8,Phacochoerus_africanus,Sus_scrofa,Node53,Node7`	0.1598	0.00
Bison_bison_bison	`Vicugna_pacos,Camelus_dromedarius,Camelus_ferus,Camelus_bactrianus,Node4,Node2,Physeter_catodon,Lipotes_vexillifer,Delphinapterus_leucas,Monodon_monoceros,Node15,Orcinus_orca,Lagenorhynchus_obliquidens,Globicephala_melas,Tursiops_truncatus,Node22,Node20,Node18,Node14,Node12,Node10,Balaenoptera_musculus,Balaenoptera_acutorostrata_scammoni,Node25,Node9,Moschus_berezovskii,Bos_mutus,Node34,Bos_taurus,Node33,Bubalus_bubalis,Bubalus_carabanensis,Node38,Node32,Oryx_dammah,Capra_hircus,Ovis_aries,Node44,Budorcas_taxicolor,Node43,Node41,Node31,Node29,Cervus_canadensis,Cervus_elaphus,Node49,Odocoileus_virginianus_texanus,Node48,Node28,Node8,Phacochoerus_africanus,Sus_scrofa,Node53,Node7`	0.3359	50.00
Bos_mutus	`Vicugna_pacos,Camelus_dromedarius,Camelus_ferus,Camelus_bactrianus,Node4,Node2,Physeter_catodon,Lipotes_vexillifer,Delphinapterus_leucas,Monodon_monoceros,Node15,Orcinus_orca,Lagenorhynchus_obliquidens,Globicephala_melas,Tursiops_truncatus,Node22,Node20,Node18,Node14,Node12,Node10,Balaenoptera_musculus,Balaenoptera_acutorostrata_scammoni,Node25,Node9,Moschus_berezovskii,Bison_bison_bison,Node34,Bos_taurus,Node33,Bubalus_bubalis,Bubalus_carabanensis,Node38,Node32,Oryx_dammah,Capra_hircus,Ovis_aries,Node44,Budorcas_taxicolor,Node43,Node41,Node31,Node29,Cervus_canadensis,Cervus_elaphus,Node49,Odocoileus_virginianus_texanus,Node48,Node28,Node8,Phacochoerus_africanus,Sus_scrofa,Node53,Node7`	1.0000	0.97
Bos_taurus	`Vicugna_pacos,Camelus_dromedarius,Camelus_ferus,Camelus_bactrianus,Node4,Node2,Physeter_catodon,Lipotes_vexillifer,Delphinapterus_leucas,Monodon_monoceros,Node15,Orcinus_orca,Lagenorhynchus_obliquidens,Globicephala_melas,Tursiops_truncatus,Node22,Node20,Node18,Node14,Node12,Node10,Balaenoptera_musculus,Balaenoptera_acutorostrata_scammoni,Node25,Node9,Moschus_berezovskii,Bos_mutus,Bison_bison_bison,Node34,Node33,Bubalus_bubalis,Bubalus_carabanensis,Node38,Node32,Oryx_dammah,Capra_hircus,Ovis_aries,Node44,Budorcas_taxicolor,Node43,Node41,Node31,Node29,Cervus_canadensis,Cervus_elaphus,Node49,Odocoileus_virginianus_texanus,Node48,Node28,Node8,Phacochoerus_africanus,Sus_scrofa,Node53,Node7`	0.0028	50.00
Bubalus_bubalis	`Vicugna_pacos,Camelus_dromedarius,Camelus_ferus,Camelus_bactrianus,Node4,Node2,Physeter_catodon,Lipotes_vexillifer,Delphinapterus_leucas,Monodon_monoceros,Node15,Orcinus_orca,Lagenorhynchus_obliquidens,Globicephala_melas,Tursiops_truncatus,Node22,Node20,Node18,Node14,Node12,Node10,Balaenoptera_musculus,Balaenoptera_acutorostrata_scammoni,Node25,Node9,Moschus_berezovskii,Bos_mutus,Bison_bison_bison,Node34,Bos_taurus,Node33,Bubalus_carabanensis,Node38,Node32,Oryx_dammah,Capra_hircus,Ovis_aries,Node44,Budorcas_taxicolor,Node43,Node41,Node31,Node29,Cervus_canadensis,Cervus_elaphus,Node49,Odocoileus_virginianus_texanus,Node48,Node28,Node8,Phacochoerus_africanus,Sus_scrofa,Node53,Node7`	0.5323	0.00
Bubalus_carabanensis	`Vicugna_pacos,Camelus_dromedarius,Camelus_ferus,Camelus_bactrianus,Node4,Node2,Physeter_catodon,Lipotes_vexillifer,Delphinapterus_leucas,Monodon_monoceros,Node15,Orcinus_orca,Lagenorhynchus_obliquidens,Globicephala_melas,Tursiops_truncatus,Node22,Node20,Node18,Node14,Node12,Node10,Balaenoptera_musculus,Balaenoptera_acutorostrata_scammoni,Node25,Node9,Moschus_berezovskii,Bos_mutus,Bison_bison_bison,Node34,Bos_taurus,Node33,Bubalus_bubalis,Node38,Node32,Oryx_dammah,Capra_hircus,Ovis_aries,Node44,Budorcas_taxicolor,Node43,Node41,Node31,Node29,Cervus_canadensis,Cervus_elaphus,Node49,Odocoileus_virginianus_texanus,Node48,Node28,Node8,Phacochoerus_africanus,Sus_scrofa,Node53,Node7`	0.0182	50.00
Budorcas_taxicolor	`Vicugna_pacos,Camelus_dromedarius,Camelus_ferus,Camelus_bactrianus,Node4,Node2,Physeter_catodon,Lipotes_vexillifer,Delphinapterus_leucas,Monodon_monoceros,Node15,Orcinus_orca,Lagenorhynchus_obliquidens,Globicephala_melas,Tursiops_truncatus,Node22,Node20,Node18,Node14,Node12,Node10,Balaenoptera_musculus,Balaenoptera_acutorostrata_scammoni,Node25,Node9,Moschus_berezovskii,Bos_mutus,Bison_bison_bison,Node34,Bos_taurus,Node33,Bubalus_bubalis,Bubalus_carabanensis,Node38,Node32,Oryx_dammah,Capra_hircus,Ovis_aries,Node44,Node43,Node41,Node31,Node29,Cervus_canadensis,Cervus_elaphus,Node49,Odocoileus_virginianus_texanus,Node48,Node28,Node8,Phacochoerus_africanus,Sus_scrofa,Node53,Node7`	0.0068	50.00
Camelus_bactrianus	`Vicugna_pacos,Camelus_dromedarius,Camelus_ferus,Node4,Node2,Physeter_catodon,Lipotes_vexillifer,Delphinapterus_leucas,Monodon_monoceros,Node15,Orcinus_orca,Lagenorhynchus_obliquidens,Globicephala_melas,Tursiops_truncatus,Node22,Node20,Node18,Node14,Node12,Node10,Balaenoptera_musculus,Balaenoptera_acutorostrata_scammoni,Node25,Node9,Moschus_berezovskii,Bos_mutus,Bison_bison_bison,Node34,Bos_taurus,Node33,Bubalus_bubalis,Bubalus_carabanensis,Node38,Node32,Oryx_dammah,Capra_hircus,Ovis_aries,Node44,Budorcas_taxicolor,Node43,Node41,Node31,Node29,Cervus_canadensis,Cervus_elaphus,Node49,Odocoileus_virginianus_texanus,Node48,Node28,Node8,Phacochoerus_africanus,Sus_scrofa,Node53,Node7`	1.0000	50.00
Camelus_dromedarius	`Vicugna_pacos,Camelus_ferus,Camelus_bactrianus,Node4,Node2,Physeter_catodon,Lipotes_vexillifer,Delphinapterus_leucas,Monodon_monoceros,Node15,Orcinus_orca,Lagenorhynchus_obliquidens,Globicephala_melas,Tursiops_truncatus,Node22,Node20,Node18,Node14,Node12,Node10,Balaenoptera_musculus,Balaenoptera_acutorostrata_scammoni,Node25,Node9,Moschus_berezovskii,Bos_mutus,Bison_bison_bison,Node34,Bos_taurus,Node33,Bubalus_bubalis,Bubalus_carabanensis,Node38,Node32,Oryx_dammah,Capra_hircus,Ovis_aries,Node44,Budorcas_taxicolor,Node43,Node41,Node31,Node29,Cervus_canadensis,Cervus_elaphus,Node49,Odocoileus_virginianus_texanus,Node48,Node28,Node8,Phacochoerus_africanus,Sus_scrofa,Node53,Node7`	0.1469	0.00
